Order_Id,Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product,Product_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_Method,Product_Id
5937,08-05-2018,21:40:05,7,39924,Male,Web,Member,Casula Shoes,Fashion,122,3,0.5,31,3.1,High,credit_card,14
5938,01-08-2018,20:48:26,7,55815,Male,Web,Member,Running Shoes,Fashion,224,3,0.4,117.1,11.7,High,money_order,15
5939,23-10-2018,10:23:25,9,53883,Male,Web,Member,Formal Shoes,Fashion,213,1,0.5,124.5,12.4,Medium,credit_card,16
5940,27-05-2018,13:08:23,1,25249,Male,Web,Member,Sneakers,Fashion,62,1,0.5,62,6.2,Medium,credit_card,17
5941,17-05-2018,17:38:51,3,22353,Female,Web,Member,Titak watch,Fashion,228,2,0.5,134.3,13.4,Critical,credit_card,18
5942,17-02-2018,11:53:52,1,18512,Male,Web,Member,Fossil Watch,Fashion,159,2,0.4,72.6,7.3,Critical,credit_card,19
5943,23-12-2018,14:33:29,3,54691,Male,Web,Member,T - Shirts,Fashion,248,2,0.4,148.2,14.8,High,credit_card,20
5944,02-06-2018,8:33:33,6,54882,Male,Web,Member,Shirts,Fashion,196,1,0.4,84.6,8.5,Medium,credit_card,10
5945,29-10-2018,15:59:14,10,55018,Male,Web,Member,Jeans,Fashion,218,2,0.5,124.9,12.5,High,credit_card,11
5946,18-05-2018,20:11:25,4,37979,Male,Web,Member,Suits,Fashion,109,1,0.4,26.8,2.7,High,money_order,12
5947,15-06-2018,9:15:37,10,27542,Female,Web,Member,Sports Wear,Fashion,85,3,0.5,28.3,2.8,Critical,e_wallet,13
5948,24-09-2018,23:08:40,8,47675,Female,Web,Member,Casula Shoes,Fashion,122,1,0.5,35.9,3.6,Medium,credit_card,14
5949,03-02-2018,8:38:24,1,51649,Male,Web,Member,Running Shoes,Fashion,224,1,0.4,108.2,10.8,Critical,e_wallet,15
5950,02-11-2018,21:23:50,4,44701,Male,Web,Member,Formal Shoes,Fashion,213,2,0.4,116,11.6,High,credit_card,16
5951,11-07-2018,11:28:31,5,20132,Male,Web,Member,Sneakers,Fashion,62,5,0.5,12.4,1.2,Critical,money_order,17
5952,18-04-2018,13:16:48,8,38894,Male,Web,Member,Titak watch,Fashion,228,5,0.4,102.4,10.2,High,credit_card,18
5953,28-08-2018,9:57:14,10,59987,Female,Web,Member,Fossil Watch,Fashion,159,2,0.5,63.1,6.3,Medium,credit_card,19
5954,07-10-2018,21:49:18,4,21957,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,160.6,16.1,High,credit_card,20
5955,04-08-2018,18:11:58,10,34717,Female,Web,Member,Shirts,Fashion,196,2,0.5,104.2,10.4,High,credit_card,10
5956,19-07-2018,13:03:38,7,16218,Male,Web,Member,Jeans,Fashion,218,1,0.5,131.5,13.1,Critical,credit_card,11
5957,20-12-2018,21:48:22,7,40526,Male,Web,Member,Suits,Fashion,109,2,0.4,24.6,2.5,High,credit_card,12
5958,01-08-2018,14:51:46,6,52118,Female,Web,Member,Sports Wear,Fashion,85,1,0.4,3.3,0.3,High,credit_card,13
5959,23-12-2018,8:27:52,8,19808,Male,Web,Member,Casula Shoes,Fashion,122,3,0.5,23.7,2.4,High,credit_card,14
5960,28-11-2018,14:33:14,7,38981,Male,Web,Member,Running Shoes,Fashion,224,5,0.5,88,8.8,Critical,e_wallet,15
5961,03-11-2018,17:40:27,7,28580,Male,Web,Member,Formal Shoes,Fashion,213,1,0.5,107.4,10.7,Critical,credit_card,16
5962,28-03-2018,16:22:35,2,26762,Male,Web,Member,Sneakers,Fashion,62,1,0.4,15.5,1.6,High,credit_card,17
5963,09-11-2018,11:22:34,9,16456,Male,Web,Member,Titak watch,Fashion,228,1,0.4,129.8,13,Medium,credit_card,18
5964,21-11-2018,22:28:57,8,42357,Female,Web,Member,Fossil Watch,Fashion,159,1,0.5,74.2,7.4,Critical,credit_card,19
5965,17-02-2018,18:00:05,8,26247,Male,Web,Member,T - Shirts,Fashion,248,3,0.4,138.2,13.8,High,credit_card,20
5966,02-10-2018,11:14:30,4,28104,Female,Web,Member,Shirts,Fashion,196,3,0.5,110.1,11,High,credit_card,10
5967,13-08-2018,10:44:31,3,28493,Male,Web,Member,Jeans,Fashion,218,5,0.4,116.2,11.6,Critical,credit_card,11
5968,10-12-2018,22:43:47,5,31252,Male,Web,Member,Suits,Fashion,109,5,0.4,7.2,0.7,Medium,credit_card,12
5969,21-09-2018,18:35:38,3,15983,Male,Web,Member,Sports Wear,Fashion,85,1,0.4,21.3,2.1,High,credit_card,13
5970,28-02-2018,20:08:41,5,19309,Male,Web,Member,Casula Shoes,Fashion,122,1,0.4,22.5,2.2,Medium,credit_card,14
5971,21-07-2018,20:26:41,9,26141,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,135,13.5,High,credit_card,15
5972,03-12-2018,10:45:26,6,30539,Male,Web,Member,Formal Shoes,Fashion,213,3,0.4,107.4,10.7,Medium,credit_card,16
5973,10-01-2018,20:07:44,6,30688,Male,Web,Member,Sneakers,Fashion,62,1,0.5,62,6.2,Medium,credit_card,17
5974,13-10-2018,9:39:17,1,20296,Male,Web,Member,Titak watch,Fashion,228,1,0.5,145.7,14.6,High,credit_card,18
5975,06-04-2018,16:59:28,6,57816,Female,Web,Member,Fossil Watch,Fashion,159,5,0.5,39.3,3.9,High,credit_card,19
5976,19-03-2018,9:33:24,10,34011,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,145.7,14.6,Critical,credit_card,20
5977,16-12-2018,13:08:05,2,55811,Female,Web,Member,Shirts,Fashion,196,1,0.5,108.2,10.8,High,credit_card,10
5978,13-10-2018,15:04:36,7,23015,Male,Web,Member,Jeans,Fashion,218,1,0.5,94.4,9.4,High,credit_card,11
5979,09-04-2018,11:19:34,4,59938,Male,Web,Member,Suits,Fashion,109,3,0.5,12.7,1.3,Medium,credit_card,12
5980,05-08-2018,23:05:18,8,28041,Female,Web,Member,Sports Wear,Fashion,85,5,0.5,0.8,0.1,Medium,credit_card,13
5981,28-11-2018,11:44:24,9,49473,Male,Web,Member,Casula Shoes,Fashion,122,3,0.4,27.4,2.7,High,credit_card,14
5982,08-08-2018,7:47:47,10,15058,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,99.2,9.9,High,credit_card,15
5983,08-11-2018,19:38:41,9,45588,Male,Web,Member,Formal Shoes,Fashion,213,3,0.4,107.4,10.7,Critical,credit_card,16
5984,15-12-2018,16:24:11,1,32888,Male,Web,Member,Sneakers,Fashion,62,5,0.5,12.4,1.2,High,credit_card,17
5985,05-08-2018,17:32:12,9,57972,Male,Web,Member,Titak watch,Fashion,228,1,0.4,143.4,14.3,High,credit_card,18
5986,03-09-2018,15:29:57,2,15450,Female,Web,Member,Fossil Watch,Fashion,159,2,0.5,75.8,7.6,Medium,credit_card,19
5987,12-05-2018,6:33:05,1,22055,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,130.8,13.1,High,credit_card,20
5988,08-07-2018,18:13:14,7,15370,Male,Web,Member,Shirts,Fashion,196,1,0.4,84.6,8.5,High,credit_card,10
5989,20-02-2018,10:08:32,5,32165,Male,Web,Member,Jeans,Fashion,218,5,0.5,127.1,12.7,High,credit_card,11
5990,06-11-2018,10:29:08,9,28927,Male,Web,Member,Suits,Fashion,109,5,0.5,23.6,2.4,Medium,credit_card,12
5991,01-12-2018,22:12:11,5,27611,Female,Web,Member,Sports Wear,Fashion,85,2,0.4,42.5,4.3,High,credit_card,13
5992,03-09-2018,15:03:48,9,48368,Male,Web,Member,Casula Shoes,Fashion,122,1,0.5,27.4,2.7,Critical,credit_card,14
5993,27-07-2018,11:53:43,3,25701,Male,Web,Member,Running Shoes,Fashion,224,2,0.5,121.6,12.2,Critical,money_order,15
5994,14-02-2018,12:32:50,7,26341,Male,Web,Member,Formal Shoes,Fashion,213,5,0.5,122.4,12.2,Medium,credit_card,16
5995,10-12-2018,12:23:32,5,18026,Male,Web,Member,Sneakers,Fashion,62,2,0.4,31,3.1,Medium,credit_card,17
5996,29-12-2018,16:15:11,5,59567,Male,Web,Member,Titak watch,Fashion,228,2,0.4,138.9,13.9,Medium,credit_card,18
5997,08-10-2018,15:49:27,9,58651,Male,Web,Member,Fossil Watch,Fashion,159,1,0.5,71.1,7.1,Medium,money_order,19
5998,06-01-2018,13:11:31,5,44497,Male,Web,Member,T - Shirts,Fashion,248,3,0.4,153.1,15.3,High,credit_card,20
5999,24-10-2018,13:41:54,4,25228,Female,Web,Member,Shirts,Fashion,196,2,0.5,96.4,9.6,Critical,credit_card,10
6000,15-08-2018,17:57:12,9,49287,Male,Web,Guest,Jeans,Fashion,218,3,0.5,118.4,11.8,High,credit_card,11
6001,01-05-2018,18:58:53,6,51727,Female,Web,Member,Suits,Fashion,109,1,0.4,24.6,2.5,Medium,money_order,12
6002,04-10-2018,13:25:25,1,15712,Male,Web,Member,Sports Wear,Fashion,85,2,0.5,42.5,4.3,Medium,credit_card,13
6003,27-11-2018,22:30:06,5,19362,Male,Web,Member,Casula Shoes,Fashion,122,2,0.5,39.6,4,Critical,credit_card,14
6004,02-12-2018,21:29:29,2,22485,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,117.1,11.7,High,credit_card,15
6005,27-03-2018,19:56:29,4,51898,Male,Web,Member,Formal Shoes,Fashion,213,1,0.4,116,11.6,High,credit_card,16
6006,19-02-2018,18:05:34,6,27573,Male,Web,Member,Sneakers,Fashion,62,5,0.4,12.4,1.2,Medium,credit_card,17
6007,14-05-2018,9:11:00,9,41980,Female,Web,Member,Titak watch,Fashion,228,5,0.5,136.6,13.7,Critical,credit_card,18
6008,17-10-2018,21:59:24,7,21742,Male,Web,Member,Fossil Watch,Fashion,159,2,0.5,75.8,7.6,Medium,credit_card,19
6009,14-05-2018,20:34:13,7,26379,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,130.8,13.1,High,credit_card,20
6010,06-02-2018,22:07:43,9,40505,Male,Web,Member,Shirts,Fashion,196,1,0.4,100.3,10,Medium,money_order,10
6011,17-04-2018,10:26:28,4,47681,Male,Web,Member,Jeans,Fashion,218,1,0.4,129.3,12.9,Medium,credit_card,11
6012,11-12-2018,11:11:51,6,36624,Male,Web,Member,Suits,Fashion,109,3,0.5,25.7,2.6,High,credit_card,12
6013,09-02-2018,8:26:26,6,42445,Female,Web,Member,Sports Wear,Fashion,85,5,0.5,17,1.7,Critical,debit_card,13
6014,08-06-2018,16:44:57,2,29769,Male,Web,Member,Casula Shoes,Fashion,122,3,0.5,38.3,3.8,High,credit_card,14
6015,18-10-2018,21:01:07,5,35251,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,117.1,11.7,Medium,credit_card,15
6016,24-08-2018,9:13:49,10,56202,Female,Web,Member,Formal Shoes,Fashion,213,1,0.5,130.9,13.1,Critical,credit_card,16
6017,19-05-2018,16:18:48,5,59010,Male,Web,Member,Sneakers,Fashion,62,1,0.4,62,6.2,High,credit_card,17
6018,04-05-2018,23:31:40,9,42825,Female,Web,Member,Titak watch,Fashion,228,5,0.5,136.6,13.7,Critical,credit_card,18
6019,15-11-2018,21:08:32,2,39047,Male,Web,Member,Fossil Watch,Fashion,159,1,0.5,74.2,7.4,High,money_order,19
6020,02-07-2018,20:34:51,9,24250,Female,Web,Member,T - Shirts,Fashion,248,1,0.4,163,16.3,High,credit_card,20
6021,27-08-2018,16:17:02,2,20466,Female,Web,Member,Shirts,Fashion,196,1,0.5,76.8,7.7,Critical,credit_card,10
6022,29-09-2018,10:56:37,10,58766,Female,Web,Member,Jeans,Fashion,218,1,0.5,129.3,12.9,Medium,credit_card,11
6023,27-12-2018,19:57:16,2,57191,Male,Web,Member,Suits,Fashion,109,3,0.5,25.7,2.6,High,credit_card,12
6024,03-01-2018,11:27:21,4,54914,Male,Web,Member,Sports Wear,Fashion,85,1,0.5,21.3,2.1,Critical,credit_card,13
6025,25-04-2018,23:41:06,1,18277,Male,Web,Member,Casula Shoes,Fashion,122,1,0.5,40.8,4.1,High,credit_card,14
6026,19-07-2018,20:42:33,7,12669,Male,Web,Member,Running Shoes,Fashion,224,3,0.5,110.4,11,Medium,money_order,15
6027,09-11-2018,15:16:42,5,34819,Male,Web,Member,Formal Shoes,Fashion,213,1,0.5,107.4,10.7,Medium,credit_card,16
6028,17-01-2018,12:09:20,9,15407,Female,Web,Member,Sneakers,Fashion,62,3,0.5,20.7,2.1,High,credit_card,17
6029,12-04-2018,9:43:54,3,38914,Male,Web,Member,Titak watch,Fashion,228,3,0.5,141.2,14.1,Medium,e_wallet,18
6030,23-01-2018,15:35:33,7,57189,Male,Web,Member,Fossil Watch,Fashion,159,1,0.5,59.9,6,Critical,credit_card,19
6031,30-07-2018,8:08:14,9,35303,Male,Web,Member,T - Shirts,Fashion,248,5,0.4,118.4,11.8,High,credit_card,20
6032,11-12-2018,21:03:00,2,28391,Male,Web,Member,Shirts,Fashion,196,3,0.4,92.5,9.2,Critical,credit_card,10
6033,15-08-2018,12:21:20,10,11199,Male,Web,Member,Jeans,Fashion,218,2,0.4,129.3,12.9,Critical,money_order,11
6034,15-03-2018,11:49:34,1,39448,Male,Web,Member,Suits,Fashion,109,1,0.5,24.6,2.5,High,credit_card,12
6035,04-06-2018,1:49:03,10,26594,Male,Web,Member,Sports Wear,Fashion,85,3,0.5,28.3,2.8,Critical,money_order,13
6036,30-05-2018,20:15:27,6,39407,Female,Web,Member,Casula Shoes,Fashion,122,3,0.5,38.3,3.8,Critical,credit_card,14
6037,08-07-2018,11:58:18,5,47723,Male,Web,Member,Running Shoes,Fashion,224,2,0.5,139.5,14,Medium,credit_card,15
6038,10-04-2018,20:03:05,5,11832,Female,Web,Member,Formal Shoes,Fashion,213,1,0.4,124.5,12.4,Critical,credit_card,16
6039,27-02-2018,14:51:02,5,57166,Male,Web,Member,Sneakers,Fashion,62,3,0.4,20.7,2.1,Medium,money_order,17
6040,12-07-2018,17:40:52,2,57734,Male,Web,Member,Titak watch,Fashion,228,5,0.5,91,9.1,High,credit_card,18
6041,20-10-2018,20:40:27,9,52519,Male,Web,Member,Fossil Watch,Fashion,159,1,0.4,53.6,5.4,High,credit_card,19
6042,03-04-2018,17:44:50,8,54358,Female,Web,Member,T - Shirts,Fashion,248,1,0.4,128.3,12.8,High,credit_card,20
6043,01-11-2018,13:56:24,1,19287,Female,Web,Member,Shirts,Fashion,196,3,0.5,110.1,11,Medium,credit_card,10
6044,24-09-2018,10:47:56,3,39002,Male,Web,Member,Jeans,Fashion,218,1,0.5,94.4,9.4,Medium,e_wallet,11
6045,09-04-2018,20:41:12,2,30211,Male,Web,Member,Suits,Fashion,109,3,0.5,25.7,2.6,High,credit_card,12
6046,01-01-2018,19:01:48,6,38951,Male,Web,Member,Sports Wear,Fashion,85,5,0.5,0.8,0.1,Medium,credit_card,13
6047,01-09-2018,13:38:23,8,26418,Male,Web,Member,Casula Shoes,Fashion,122,1,0.5,40.8,4.1,Medium,credit_card,14
6048,28-04-2018,0:34:52,4,21938,Female,Web,Member,Running Shoes,Fashion,224,1,0.4,135,13.5,High,credit_card,15
6049,30-07-2018,22:09:45,2,53912,Female,Web,Member,Formal Shoes,Fashion,213,3,0.4,120.2,12,Medium,money_order,16
6050,13-06-2018,13:16:40,9,12070,Female,Web,Member,Sneakers,Fashion,62,2,0.5,31,3.1,Medium,credit_card,17
6051,07-05-2018,13:17:56,1,37863,Male,Web,Member,Titak watch,Fashion,228,2,0.5,125.2,12.5,High,credit_card,18
6052,19-02-2018,23:40:58,2,32842,Male,Web,Member,Fossil Watch,Fashion,159,5,0.5,55.2,5.5,High,credit_card,19
6053,15-09-2018,21:57:36,7,42629,Male,Web,Member,T - Shirts,Fashion,248,3,0.4,153.1,15.3,Critical,money_order,20
6054,14-08-2018,20:57:52,3,17265,Male,Web,Member,Shirts,Fashion,196,3,0.5,110.1,11,High,credit_card,10
6055,30-07-2018,17:25:37,9,11132,Male,Web,Member,Jeans,Fashion,218,1,0.4,103.1,10.3,High,e_wallet,11
6056,24-04-2018,14:05:22,6,58117,Female,Web,Member,Suits,Fashion,109,1,0.5,27.9,2.8,High,credit_card,12
6057,01-07-2018,13:03:50,1,43494,Male,Web,Member,Sports Wear,Fashion,85,5,0.5,17,1.7,Medium,credit_card,13
6058,30-07-2018,1:03:18,9,19292,Male,Web,Member,Casula Shoes,Fashion,122,5,0.5,11.5,1.2,High,credit_card,14
6059,30-07-2018,17:38:07,7,42878,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,99.2,9.9,High,money_order,15
6060,01-12-2018,8:47:19,3,52024,Female,Web,Member,Formal Shoes,Fashion,213,2,0.5,111.7,11.2,High,money_order,16
6061,30-06-2018,23:14:12,6,43306,Male,Web,Member,Sneakers,Fashion,62,5,0.5,12.4,1.2,Medium,credit_card,17
6062,04-03-2018,16:28:25,4,14639,Male,Web,Member,Titak watch,Fashion,228,3,0.5,127.5,12.7,High,credit_card,18
6063,17-05-2018,16:41:07,4,17298,Male,Web,Member,Fossil Watch,Fashion,159,1,0.4,72.6,7.3,High,credit_card,19
6064,16-01-2018,20:29:14,8,45508,Male,Web,Member,T - Shirts,Fashion,248,1,0.4,158.1,15.8,High,credit_card,20
6065,19-08-2018,14:41:38,2,24628,Male,Web,Member,Shirts,Fashion,196,3,0.4,104.2,10.4,High,credit_card,10
6066,13-06-2018,21:44:25,7,13859,Female,Web,Member,Jeans,Fashion,218,1,0.4,103.1,10.3,Medium,credit_card,11
6067,08-01-2018,13:54:03,8,58148,Female,Web,Member,Suits,Fashion,109,1,0.4,26.8,2.7,Medium,credit_card,12
6068,30-03-2018,17:49:20,10,32492,Male,Web,Member,Sports Wear,Fashion,85,3,0.5,2.5,0.2,High,credit_card,13
6069,26-08-2018,8:51:17,7,42877,Female,Web,Member,Casula Shoes,Fashion,122,5,0.4,17.6,1.8,High,credit_card,14
6070,16-09-2018,16:51:43,4,50979,Male,Web,Member,Running Shoes,Fashion,224,3,0.5,123.8,12.4,Medium,credit_card,15
6071,14-03-2018,9:48:36,5,57377,Female,Web,Member,Formal Shoes,Fashion,213,2,0.5,128.7,12.9,High,e_wallet,16
6072,03-08-2018,23:27:28,10,52182,Male,Web,Member,Sneakers,Fashion,62,1,0.5,15.5,1.6,Medium,credit_card,17
6073,08-08-2018,10:50:20,8,40484,Male,Web,Member,Titak watch,Fashion,228,5,0.5,136.6,13.7,High,credit_card,18
6074,22-07-2018,22:04:24,1,57618,Male,Web,Member,Fossil Watch,Fashion,159,3,0.5,74.2,7.4,High,credit_card,19
6075,02-08-2018,9:23:41,4,45887,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,160.6,16.1,Critical,credit_card,20
6076,03-05-2018,12:57:41,9,44871,Male,Web,Member,Shirts,Fashion,196,5,0.4,96.4,9.6,High,money_order,10
6077,09-05-2018,15:22:24,10,14537,Male,Web,Member,Jeans,Fashion,218,1,0.4,120.6,12.1,High,credit_card,11
6078,05-03-2018,8:47:08,9,49872,Female,Web,Member,Suits,Fashion,109,5,0.4,7.2,0.7,Medium,credit_card,12
6079,30-07-2018,10:29:46,8,56466,Male,Web,Member,Sports Wear,Fashion,85,5,0.5,17,1.7,High,credit_card,13
6080,21-04-2018,19:54:27,5,21608,Male,Web,Member,Casula Shoes,Fashion,122,5,0.5,35.9,3.6,Medium,credit_card,14
6081,25-09-2018,9:29:07,2,58325,Male,Web,Member,Running Shoes,Fashion,224,1,0.5,132.8,13.3,Medium,credit_card,15
6082,23-07-2018,9:31:16,2,51947,Male,Web,Member,Formal Shoes,Fashion,213,5,0.5,122.4,12.2,High,money_order,16
6083,24-07-2018,21:26:02,1,58688,Male,Web,Member,Sneakers,Fashion,62,2,0.5,31,3.1,High,credit_card,17
6084,15-05-2018,10:46:28,1,19746,Female,Web,Member,Titak watch,Fashion,228,5,0.5,91,9.1,Medium,credit_card,18
6085,09-06-2018,8:50:14,6,26361,Male,Web,Member,Fossil Watch,Fashion,159,3,0.5,74.2,7.4,Critical,credit_card,19
6086,20-07-2018,22:25:11,9,42424,Male,Web,Member,T - Shirts,Fashion,248,5,0.5,106,10.6,High,credit_card,20
6087,21-05-2018,8:00:01,7,56754,Male,Web,Member,Shirts,Fashion,196,1,0.4,112.1,11.2,Medium,credit_card,10
6088,07-04-2018,18:29:08,7,30475,Male,Web,Member,Jeans,Fashion,218,5,0.4,116.2,11.6,Medium,credit_card,11
6089,13-08-2018,11:14:11,9,28478,Male,Web,Member,Suits,Fashion,109,1,0.5,24.6,2.5,Medium,credit_card,12
6090,25-06-2018,9:12:10,4,50666,Male,Web,Member,Sports Wear,Fashion,85,5,0.4,17,1.7,Medium,credit_card,13
6091,14-05-2018,16:51:25,9,25190,Male,Web,Member,Casula Shoes,Fashion,122,1,0.4,37.1,3.7,Critical,credit_card,14
6092,04-06-2018,9:15:20,9,24110,Female,Web,Member,Running Shoes,Fashion,224,5,0.5,132.8,13.3,Medium,money_order,15
6093,09-05-2018,7:35:06,8,35093,Male,Web,Member,Formal Shoes,Fashion,213,3,0.4,107.4,10.7,High,credit_card,16
6094,12-02-2018,22:59:04,6,12867,Male,Web,Member,Sneakers,Fashion,62,3,0.5,20.7,2.1,High,credit_card,17
6095,25-09-2018,0:38:39,4,34213,Male,Web,Member,Titak watch,Fashion,228,3,0.5,141.2,14.1,Medium,money_order,18
6096,19-01-2018,11:42:22,10,13127,Female,Web,Member,Fossil Watch,Fashion,159,2,0.4,66.3,6.6,High,money_order,19
6097,12-06-2018,10:21:33,10,28222,Male,Web,Member,T - Shirts,Fashion,248,3,0.4,138.2,13.8,High,credit_card,20
6098,22-11-2018,20:29:26,3,30694,Male,Web,Member,Shirts,Fashion,196,2,0.5,104.2,10.4,Medium,money_order,10
6099,24-09-2018,14:37:49,8,16401,Female,Web,Member,Jeans,Fashion,218,3,0.5,118.4,11.8,High,credit_card,11
6100,13-04-2018,9:43:54,4,35429,Male,Web,Member,Suits,Fashion,109,3,0.5,25.7,2.6,High,credit_card,12
6101,04-07-2018,20:34:57,3,11288,Male,Web,Member,Sports Wear,Fashion,85,5,0.5,17,1.7,Medium,credit_card,13
6102,06-06-2018,1:06:31,5,45218,Male,Web,Member,Casula Shoes,Fashion,122,1,0.4,39.6,4,Medium,credit_card,14
6103,23-09-2018,9:55:46,6,55118,Male,Web,Member,Running Shoes,Fashion,224,3,0.4,117.1,11.7,Medium,credit_card,15
6104,29-07-2018,22:37:12,6,42513,Male,Web,Member,Formal Shoes,Fashion,213,3,0.5,126.6,12.7,High,credit_card,16
6105,06-05-2018,17:15:27,3,19088,Male,Web,Member,Sneakers,Fashion,62,1,0.5,62,6.2,Medium,credit_card,17
6106,14-06-2018,14:33:31,10,44074,Male,Web,Member,Titak watch,Fashion,228,1,0.5,141.2,14.1,High,money_order,18
6107,27-08-2018,22:18:18,2,22553,Male,Web,Member,Fossil Watch,Fashion,159,3,0.4,69.5,6.9,Medium,credit_card,19
6108,07-08-2018,12:04:39,9,50703,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,160.6,16.1,Medium,credit_card,20
6109,01-09-2018,20:02:29,10,47557,Male,Web,Member,Shirts,Fashion,196,1,0.4,100.3,10,Medium,money_order,10
6110,23-08-2018,7:23:09,2,37655,Male,Web,Member,Jeans,Fashion,218,1,0.4,133.6,13.4,High,credit_card,11
6111,27-04-2018,12:29:25,5,49962,Female,Web,Member,Suits,Fashion,109,2,0.4,20.3,2,High,credit_card,12
6112,13-07-2018,18:42:19,8,26879,Male,Web,Member,Sports Wear,Fashion,85,1,0.5,21.3,2.1,Medium,credit_card,13
6113,07-08-2018,9:52:44,9,18990,Male,Web,Member,Casula Shoes,Fashion,122,3,0.4,34.7,3.5,High,credit_card,14
6114,30-12-2018,1:06:24,2,53439,Male,Web,Member,Running Shoes,Fashion,224,2,0.4,126.1,12.6,Medium,credit_card,15
6115,18-06-2018,17:44:05,3,34617,Male,Web,Member,Formal Shoes,Fashion,213,2,0.4,116,11.6,High,debit_card,16
6116,09-06-2018,15:46:08,2,55661,Male,Web,Member,Sneakers,Fashion,62,3,0.4,20.7,2.1,Medium,credit_card,17
6117,03-09-2018,21:49:28,5,16535,Male,Web,Member,Titak watch,Fashion,228,1,0.4,138.9,13.9,Medium,credit_card,18
6118,30-07-2018,23:54:39,1,19278,Female,Web,Member,Fossil Watch,Fashion,159,1,0.5,74.2,7.4,Medium,credit_card,19
6119,13-10-2018,22:33:24,2,24530,Male,Web,Member,T - Shirts,Fashion,248,1,0.5,165.5,16.6,Medium,money_order,20
6120,27-04-2018,19:25:23,10,53793,Male,Web,Member,Shirts,Fashion,196,1,0.5,114,11.4,High,money_order,10
6121,08-07-2018,22:26:16,6,40837,Male,Web,Member,Jeans,Fashion,218,1,0.5,127.1,12.7,Critical,credit_card,11
6122,30-05-2018,9:37:59,3,58253,Male,Web,Member,Suits,Fashion,109,5,0.5,23.6,2.4,High,credit_card,12
6123,07-12-2018,17:45:17,8,34743,Female,Web,Member,Sports Wear,Fashion,85,2,0.4,1.6,0.2,Medium,credit_card,13
6124,05-09-2018,21:40:34,10,46995,Male,Web,Member,Casula Shoes,Fashion,122,2,0.4,32.2,3.2,High,credit_card,14
6125,08-08-2018,16:10:45,10,30605,Male,Web,Member,Running Shoes,Fashion,224,1,0.4,126.1,12.6,High,money_order,15
6126,04-05-2018,15:06:03,3,13480,Male,Web,Member,Formal Shoes,Fashion,213,1,0.4,98.9,9.9,High,money_order,16
6127,16-05-2018,15:01:23,6,24899,Female,Web,Member,Sneakers,Fashion,62,5,0.5,12.4,1.2,Medium,credit_card,17
6128,07-01-2018,15:12:40,10,54660,Male,Web,Member,Titak watch,Fashion,228,2,0.4,129.8,13,Medium,credit_card,18
6129,15-08-2018,23:17:02,8,53966,Male,Web,Member,Fossil Watch,Fashion,159,1,0.4,66.3,6.6,Medium,credit_card,19
6130,07-08-2018,13:47:03,5,18249,Male,Web,Member,T - Shirts,Fashion,248,2,0.4,148.2,14.8,High,credit_card,20
6131,18-05-2018,9:34:55,7,28973,Female,Web,Member,Shirts,Fashion,196,1,0.5,76.8,7.7,High,credit_card,10
6132,26-07-2018,10:20:16,2,10582,Female,Web,Member,Jeans,Fashion,218,2,0.5,116.2,11.6,Critical,money_order,11
6133,02-08-2018,9:48:03,5,48663,Male,Web,Member,Suits,Fashion,109,3,0.5,12.7,1.3,Medium,credit_card,12
6134,20-11-2018,14:56:58,1,53243,Male,Web,Member,Sports Wear,Fashion,85,1,0.4,1.6,0.2,Medium,credit_card,13
6135,17-08-2018,9:35:29,5,18473,Male,Web,Guest,Casula Shoes,Fashion,122,1,0.4,39.6,4,Critical,credit_card,14
6136,06-04-2018,13:59:41,1,27071,Male,Web,Member,Running Shoes,Fashion,224,1,0.4,139.5,14,High,credit_card,15
6137,01-12-2018,20:06:34,6,17065,Male,Web,Member,Formal Shoes,Fashion,213,1,0.5,90.4,9,Critical,credit_card,16
6138,26-12-2018,7:03:11,3,44584,Male,Web,Member,Sneakers,Fashion,62,3,0.4,20.7,2.1,Medium,credit_card,17
6139,14-05-2018,12:07:02,8,16159,Male,Web,Member,Titak watch,Fashion,228,5,0.5,91,9.1,High,e_wallet,18
6140,08-01-2018,12:05:08,8,18392,Female,Web,Member,Fossil Watch,Fashion,159,5,0.5,71.1,7.1,High,money_order,19
6141,09-09-2018,18:09:53,6,11544,Male,Web,Member,T - Shirts,Fashion,248,3,0.5,130.8,13.1,Critical,credit_card,20
6142,10-11-2018,19:45:23,8,44924,Male,Web,Member,Shirts,Fashion,196,1,0.4,100.3,10,Medium,credit_card,10
6143,13-10-2018,14:09:06,7,53302,Male,Web,Member,Jeans,Fashion,218,1,0.5,131.5,13.1,Medium,e_wallet,11
